%time,field.header.seq,field.header.stamp,field.header.frame_id,field.child_frame_id,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.twist.linear.z,field.twist.twist.angular.x,field.twist.twist.angular.y,field.twist.twist.angular.z
632106000000,134,632102000000,world,firefly/base_link,0.0052557673,-0.0101759903,0.0607159333,9.34318439652E-05,0.0001654411,-0.0004084739,0.9999998985,0.0003282802,-0.0004224586,0.0099294546,0.0117245144,0.0095881608,0.0041528427
632142000000,135,632142000000,world,firefly/base_link,0.0064226427,-0.0094913278,0.0610007716,2.57015513651E-05,0.0001378063,-0.0003020249,0.9999999446,-0.0002564245,0.0005538577,0.000206833,0.0002736471,0.0136940243,0.0066611538
632176000000,136,632174000000,world,firefly/base_link,0.0077364585,-0.0098494898,0.0609988164,-0.000040927,5.08782181464E-05,-0.0003564334,0.9999999343,-0.0002565127,0.0005540088,0.0001971198,-0.0052250655,0.0077064734,0.0009607241
632210000000,137,632208000000,world,firefly/base_link,0.0063543431,-0.0101561892,0.0610462785,-2.0832898756E-05,6.19689302391E-05,-0.0003530163,0.9999999356,-0.0002563594,0.0005537523,0.000196124,-0.0092946116,0.0184991174,0.0061193899
632244000000,138,632242000000,world,firefly/base_link,0.007260364,-0.0097625085,0.0612407022,-0.000136933,0.0002605132,-0.0002871454,0.9999999155,-0.0002564791,0.0005539494,0.000191093,-0.0092943879,0.0184984949,0.0061191856
632280000000,139,632276000000,world,firefly/base_link,0.0054953578,-0.0094931149,0.061125809,2.47470378804E-06,5.07668288027E-05,-0.0003766152,0.9999999278,0.0003291381,-0.0004238759,0.0099579915,0.0016324747,0.0081759713,2.12840708993E-05
632314000000,140,632312000000,world,firefly/base_link,0.0068736126,-0.0101053732,0.0610870856,7.01325042647E-05,0.0001233615,-0.00039943,0.9999999102,0.0003284262,-0.0004227031,0.0099338171,0.0093800663,0.0124314306,-0.0026508694
632348000000,141,632344000000,world,firefly/base_link,0.0070249995,-0.0094413832,0.0611758045,2.60060504002E-05,9.53104816658E-05,-0.0003492225,0.9999999341,0.0003286993,-0.0004231504,0.0099423238,0.0016524755,0.0097892575,0.0057002939
632386000000,142,632384000000,world,firefly/base_link,0.0075182547,-0.0097469984,0.061096774,4.25557309842E-05,2.77135931892E-05,-0.000382206,0.9999999257,0.0003308768,-0.0004267661,0.0100102147,0.0097109171,0.0052741112,0.0007842053
632420000000,143,632418000000,world,firefly/base_link,0.0049915266,-0.0114239143,0.0605688086,6.40338242111E-05,0.0001258064,-0.0004174397,0.9999999029,-0.0002444255,0.0005183242,-0.0194525487,0.0035524444,0.0122251125,-0.0037214928
632454000000,144,632454000000,world,firefly/base_link,0.0056934662,-0.009865054,0.0611567225,-7.35436218686E-05,0.0001502448,-0.0003236945,0.9999999336,0.0001870586,-4.97179101773E-05,0.0024323095,-0.0067663708,0.0118637724,0.0078960363
632488000000,145,632486000000,world,firefly/base_link,0.0064159792,-0.009695305,0.0617919149,-9.66601195018E-05,0.0011156969,-0.0003770692,0.9999993018,-0.000534182,0.0002561179,0.019863666,-0.0067659356,0.0118728348,0.0078946188
632522000000,146,632520000000,world,firefly/base_link,0.0039636249,-0.0101817918,0.0651639392,-0.0002080381,0.0029729453,-0.0004251062,0.9999954688,-0.0010642111,0.0008913994,0.0200335724,-0.0067664671,0.0119335337,0.0078886797
632556000000,147,632554000000,world,firefly/base_link,0.0081132638,-0.0106590846,0.0697554337,-0.0004087069,0.0055635121,-0.0004286755,0.9999843481,-0.001506387,0.0015207504,0.0203060412,-0.0067700066,0.0120459263,0.007881215
632594000000,148,632594000000,world,firefly/base_link,0.0096906216,-0.0086817139,0.075184572,-0.0006718721,0.0085926811,-0.0003921173,0.9999627796,-0.0019722552,0.0024382663,0.0209772079,-0.0067851474,0.0123931512,0.0078636792
632630000000,149,632630000000,world,firefly/base_link,0.0119321232,-0.0082546449,0.0883569779,-0.0009546126,0.013047633,-0.0004790051,0.9999143056,-0.0024128562,0.0031106136,0.0250250423,-0.0068539239,0.0140054972,0.0077823478
632664000000,150,632662000000,world,firefly/base_link,0.0120496178,-0.0100437511,0.1000795615,-0.0011189882,0.0156488564,-0.0005112781,0.9998767923,-0.0029007089,0.0035787468,0.0261072336,-0.0068602408,0.0142475362,0.0077663131
632698000000,151,632696000000,world,firefly/base_link,0.0148310327,-0.0097333408,0.1111814954,-0.0012246548,0.017584782,-0.0005067547,0.9998444973,-0.0032468376,0.0042259388,0.0273740825,-0.0068583947,0.0144357866,0.0077509319
632732000000,152,632730000000,world,firefly/base_link,0.0143940069,-0.0085502239,0.1266550683,-0.0012580624,0.0198748861,-0.0005471969,0.9998015337,-0.0038549389,0.0049875978,0.0297064978,-0.0068459444,0.014779173,0.0077235516
632766000000,153,632766000000,world,firefly/base_link,0.0165031421,-0.0086117633,0.144547186,-0.0012105931,0.0209906859,-0.0006827754,0.9997787052,-0.0042149603,0.0058980334,0.0343330628,-0.006518212,0.0395902113,-0.0071072767
632804000000,154,632784000000,world,firefly/base_link,0.016512025,-0.0086317422,0.1554626982,-0.0011539945,0.021054408,-0.0006804395,0.9997774338,-0.0046246115,0.0061896289,0.0402936836,-0.0065168068,0.0395854578,-0.0071062926
632838000000,155,632836000000,world,firefly/base_link,0.0170880353,-0.0081968976,0.1760471162,-0.0009085587,0.0205919439,-0.0007733116,0.9997872515,-0.0053961919,0.0071748035,0.0442206814,-0.0065083343,0.0395553344,-0.0071038511
632872000000,156,632870000000,world,firefly/base_link,0.0189115671,-0.0001387503,0.1938740775,-0.0007429015,0.0198611837,-0.000801522,0.99980215,-0.0055825271,0.0096542591,0.049481224,-0.0064941628,0.0394839205,-0.007096984
632906000000,157,632894000000,world,firefly/base_link,0.0187704707,0.0005369303,0.2107699933,-0.0005445109,0.0186682902,-0.0008020984,0.9998252623,-0.0060710362,0.0101889958,0.0544315518,-0.0064694785,0.0393349716,-0.0070884806
632940000000,158,632938000000,world,firefly/base_link,0.0260096644,0.0025301072,0.2399648488,-0.0001492731,0.0156177447,-0.0008183372,0.9998776896,-0.005280162,0.0113520551,0.0629576283,-0.0064141432,0.0389380961,-0.0070704321
632974000000,159,632966000000,world,firefly/base_link,0.0325246432,0.0017555904,0.2611592622,0.0001596625,0.0130150852,-0.0008094183,0.9999149598,-0.0043179866,0.0116579199,0.0695885208,-0.0063624588,0.038540342,-0.0070531824
633008000000,160,633006000000,world,firefly/base_link,0.0352634599,0.0024924852,0.2845580435,0.000435219,0.0105270287,-0.0008276058,0.9999441521,-0.0028040239,0.0127355715,0.0872943899,-0.0061974413,0.0372156739,-0.0069990338
633044000000,161,633038000000,world,firefly/base_link,0.0363359009,0.0015291463,0.2989733786,0.0005800927,0.0092235382,-0.0008669294,0.9999569182,-0.0030391261,0.0129670165,0.0926536704,-0.0061506587,0.0368613685,-0.0069812815
633078000000,162,633076000000,world,firefly/base_link,0.0454897163,-0.0020557284,0.3151071251,0.0008331409,0.0065151854,-0.0009292616,0.9999779971,-0.0015719258,0.012767669,0.0975122519,-0.0060819392,0.0362233236,-0.0069654521
633112000000,163,633110000000,world,firefly/base_link,0.0523883508,-0.0008063189,0.3462838678,0.0010188101,0.0039546235,-0.0008809212,0.9999912734,9.42510967459E-05,0.0135778418,0.1106222839,-0.0060103322,0.0354896859,-0.0069203712
633146000000,164,633144000000,world,firefly/base_link,0.0523884757,-0.0005831126,0.3590890997,0.0009977677,0.0031099207,-0.0009474201,0.9999942176,-0.0004055589,0.0141498533,0.1146352864,-0.0059911839,0.0351579228,-0.0069076462
